   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 base.py:2018(nlevels)
        6    0.000    0.000    0.000    0.000 base.py:2031(_validate_index_level)
        6    0.000    0.000    0.000    0.000 base.py:2092(_get_level_values)
        1    0.000    0.000    0.001    0.001 base.py:2133(droplevel)
        1    0.000    0.000    0.000    0.000 base.py:215(_maybe_return_indexers)
        4    0.000    0.000    0.002    0.000 base.py:216(_obj_with_exclusions)
        2    0.000    0.000    0.000    0.000 base.py:2181(<genexpr>)
        1    0.000    0.000    0.001    0.001 base.py:2185(_drop_level_numbers)
        3    0.000    0.000    0.000    0.000 base.py:2282(_can_hold_na)
       44    0.000    0.000    0.000    0.000 base.py:229(construct_from_string)
        7    0.001    0.000    0.001    0.000 base.py:2314(is_monotonic_increasing)
       19    0.000    0.000    0.001    0.000 base.py:2382(is_unique)
       59    0.000    0.000    0.000    0.000 base.py:242(disallow_kwargs)
       64    0.000    0.000    0.000    0.000 base.py:2422(is_boolean)
       12    0.000    0.000    0.000    0.000 base.py:2458(is_integer)
        3    0.000    0.000    0.000    0.000 base.py:2582(is_object)
        1    0.000    0.000    0.000    0.000 base.py:274(IndexOpsMixin)
       33    0.000    0.000    0.000    0.000 base.py:2746(inferred_type)
      167    0.001    0.000    0.002    0.000 base.py:2753(_is_all_dates)
        1    0.000    0.000    0.001    0.001 base.py:278(Index)
       54    0.000    0.000    0.000    0.000 base.py:2784(_is_multi)
       13    0.000    0.000    0.000    0.000 base.py:2802(_na_value)
        1    0.000    0.000    0.000    0.000 base.py:2812(_isnan)
        3    0.000    0.000    0.000    0.000 base.py:2825(hasnans)
      220    0.000    0.000    0.001    0.000 base.py:286(is_dtype)
      150    0.000    0.000    0.001    0.000 base.py:295(transpose)
        9    0.000    0.000    0.000    0.000 base.py:3004(unique)
     1494    0.001    0.000    0.004    0.000 base.py:313(shape)
      150    0.000    0.000    0.002    0.000 base.py:3199(_get_reconciled_name_object)
      156    0.000    0.000    0.000    0.000 base.py:3210(_validate_sort_keyword)
     1890    0.000    0.000    0.000    0.000 base.py:324(ndim)
      150    0.002    0.000    0.010    0.000 base.py:3242(union)
        6    0.000    0.000    0.000    0.000 base.py:3428(_wrap_setop_result)
        3    0.000    0.000    0.001    0.000 base.py:3438(intersection)
        3    0.000    0.000    0.001    0.000 base.py:3517(_intersection)
        3    0.000    0.000    0.000    0.000 base.py:3540(_wrap_intersection_result)
        3    0.000    0.000    0.000    0.000 base.py:3544(_intersection_via_get_indexer)
        5    0.000    0.000    0.000    0.000 base.py:356(size)
        3    0.000    0.000    0.001    0.000 base.py:3571(difference)
        1    0.000    0.000    0.000    0.000 base.py:36(DataManager)
        3    0.000    0.000    0.000    0.000 base.py:3626(_difference)
        3    0.000    0.000    0.000    0.000 base.py:3640(_wrap_difference_result)
      156    0.000    0.000    0.001    0.000 base.py:3732(_assert_can_do_setop)
      156    0.000    0.000    0.003    0.000 base.py:3738(_convert_can_do_setop)
     1520    0.003    0.000    0.005    0.000 base.py:3755(get_loc)
       26    0.000    0.000    0.003    0.000 base.py:3889(get_indexer)
        1    0.000    0.000    0.000    0.000 base.py:39(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 base.py:394(StorageExtensionDtype)
       26    0.000    0.000    0.000    0.000 base.py:3976(_get_indexer)
       26    0.000    0.000    0.000    0.000 base.py:4021(_check_indexing_method)
       19    0.000    0.000    0.000    0.000 base.py:414(_engine_type)
        1    0.000    0.000    0.000    0.000 base.py:4206(_validate_positional_slice)
        6    0.000    0.000    0.000    0.000 base.py:4216(_convert_slice_indexer)
       18    0.000    0.000    0.000    0.000 base.py:423(register_extension_dtype)
       18    0.000    0.000    0.000    0.000 base.py:4237(is_int)
    93/63    0.001    0.000    0.007    0.000 base.py:431(__new__)
        4    0.000    0.000    0.001    0.000 base.py:4361(reindex)
        1    0.000    0.000    0.000    0.000 base.py:446(Registry)
        4    0.000    0.000    0.000    0.000 base.py:4480(_wrap_reindex_result)
        4    0.000    0.000    0.000    0.000 base.py:4484(_maybe_preserve_names)
      467    0.001    0.000    0.002    0.000 base.py:46(__len__)
        1    0.000    0.000    0.000    0.000 base.py:462(__init__)
       21    0.000    0.000    0.002    0.000 base.py:464(__init_subclass__)
       18    0.000    0.000    0.000    0.000 base.py:465(register)
      485    0.001    0.000    0.002    0.000 base.py:494(find)
        3    0.000    0.000    0.000    0.000 base.py:5097(values)
     4972    0.001    0.000    0.001    0.000 base.py:5131(_values)
       47    0.000    0.000    0.000    0.000 base.py:5157(_get_engine_target)
     1546    0.005    0.000    0.006    0.000 base.py:5295(__contains__)
     1847    0.006    0.000    0.009    0.000 base.py:5345(__getitem__)
        2    0.000    0.000    0.000    0.000 base.py:5397(_getitem_slice)
      364    0.002    0.000    0.004    0.000 base.py:54(shape)
        3    0.000    0.000    0.000    0.000 base.py:5404(_can_hold_identifiers_and_holds_name)
        4    0.000    0.000    0.001    0.000 base.py:5418(append)
        4    0.000    0.000    0.000    0.000 base.py:5443(<setcomp>)
        4    0.000    0.000    0.001    0.000 base.py:5448(_concat)
        4    0.000    0.000    0.000    0.000 base.py:5452(<listcomp>)
     2165    0.006    0.000    0.051    0.000 base.py:5505(equals)
       36    0.000    0.000    0.000    0.000 base.py:556(<genexpr>)
     1800    0.003    0.000    0.057    0.000 base.py:5592(identical)
     1092    0.001    0.000    0.002    0.000 base.py:56(<genexpr>)
     3600    0.002    0.000    0.004    0.000 base.py:5605(<genexpr>)
       49    0.000    0.000    0.000    0.000 base.py:575(_ensure_array)
      821    0.002    0.000    0.004    0.000 base.py:58(_validate_set_axis)
       59    0.000    0.000    0.001    0.000 base.py:589(_dtype_to_subclass)
       16    0.000    0.000    0.003    0.000 base.py:6073(get_indexer_for)
        4    0.000    0.000    0.002    0.001 base.py:6097(_get_indexer_strict)
        4    0.000    0.000    0.000    0.000 base.py:6128(_raise_if_missing)
       50    0.000    0.000    0.000    0.000 base.py:6234(_index_as_unique)
       26    0.000    0.000    0.000    0.000 base.py:6246(_maybe_promote)
       32    0.000    0.000    0.001    0.000 base.py:6326(_should_compare)
       32    0.000    0.000    0.000    0.000 base.py:6344(_is_comparable_dtype)
     1520    0.000    0.000    0.000    0.000 base.py:6610(_maybe_cast_indexer)
       26    0.000    0.000    0.001    0.000 base.py:6617(_maybe_cast_listlike_indexer)
       21    0.000    0.000    0.000    0.000 base.py:6623(_validate_indexer)
        6    0.000    0.000    0.000    0.000 base.py:6845(delete)
      153    0.000    0.000    0.000    0.000 base.py:691(_simple_new)
        6    0.000    0.000    0.002    0.000 base.py:6942(drop)
       43    0.000    0.000    0.006    0.000 base.py:709(_with_infer)
        3    0.000    0.000    0.000    0.000 base.py:721(tolist)
       17    0.000    0.000    0.000    0.000 base.py:729(_constructor)
     2892    0.003    0.000    0.008    0.000 base.py:7318(ensure_index)
        4    0.000    0.000    0.000    0.000 base.py:7377(ensure_has_len)
      895    0.002    0.000    0.006    0.000 base.py:7413(maybe_extract_name)
      466    0.003    0.000    0.007    0.000 base.py:742(__iter__)
       52    0.000    0.000    0.002    0.000 base.py:7437(_maybe_cast_data_without_dtype)
       32    0.000    0.000    0.000    0.000 base.py:7497(unpack_nested_dtype)
        6    0.000    0.000    0.000    0.000 base.py:7520(_maybe_try_sort)
        6    0.000    0.000    0.000    0.000 base.py:805(_shallow_copy)
       59    0.000    0.000    0.000    0.000 base.py:822(_view)
       17    0.000    0.000    0.000    0.000 base.py:831(_rename)
     2165    0.001    0.000    0.002    0.000 base.py:840(is_)
      475    0.001    0.000    0.001    0.000 base.py:871(_reset_identity)
       21    0.000    0.000    0.000    0.000 base.py:882(_engine)
     6679    0.005    0.000    0.006    0.000 base.py:926(__len__)
       72    0.000    0.000    0.000    0.000 base.py:987(dtype)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base_parser.py:1056(_make_date_converter)
        6    0.000    0.000    0.000    0.000 base_parser.py:1148(_process_date_conversion)
       12    0.000    0.000    0.000    0.000 base_parser.py:1283(_is_potential_multi_index)
       24    0.000    0.000    0.000    0.000 base_parser.py:1308(<genexpr>)
        6    0.000    0.000    0.000    0.000 base_parser.py:1312(_validate_parse_dates_arg)
       18    0.000    0.000    0.000    0.000 base_parser.py:1334(is_index_col)
        6    0.000    0.000    0.000    0.000 base_parser.py:165(_validate_parse_dates_presence)
        6    0.000    0.000    0.000    0.000 base_parser.py:209(<setcomp>)
        6    0.000    0.000    0.000    0.000 base_parser.py:221(<listcomp>)
        6    0.000    0.000    0.000    0.000 base_parser.py:229(_has_complex_date_col)
        6    0.000    0.000    0.000    0.000 base_parser.py:258(_extract_multi_indexer_columns)
        6    0.000    0.000    0.000    0.000 base_parser.py:327(_maybe_dedup_names)
        6    0.000    0.000    0.000    0.000 base_parser.py:358(_maybe_make_multi_index_columns)
        6    0.000    0.000    0.000    0.000 base_parser.py:370(_make_index)
        6    0.000    0.000    0.000    0.000 base_parser.py:612(_set_noconvert_dtype_columns)
        1    0.000    0.000    0.000    0.000 base_parser.py:79(ParserBase)
        1    0.000    0.000    0.000    0.000 base_parser.py:80(BadLineHandleMethod)
        6    0.000    0.000    0.000    0.000 base_parser.py:814(_do_date_conversions)
        6    0.000    0.000    0.000    0.000 base_parser.py:834(_check_data_length)
        6    0.000    0.000    0.000    0.000 base_parser.py:88(__init__)
        6    0.000    0.000    0.000    0.000 base_parser.py:924(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:181(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
        1    0.012    0.012    0.079    0.079 blocks.py:1050(where)
        1    0.006    0.006    0.106    0.106 blocks.py:1161(fillna)
        1    0.000    0.000    0.000    0.000 blocks.py:1204(<listcomp>)
        3    0.000    0.000    0.000    0.000 blocks.py:123(maybe_split)
        1    0.000    0.000    0.000    0.000 blocks.py:1371(EABackedBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:141(Block)
       17    0.000    0.000    0.000    0.000 blocks.py:160(_consolidate_key)
        1    0.000    0.000    0.000    0.000 blocks.py:1621(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:165(_can_hold_na)
        1    0.000    0.000    0.000    0.000 blocks.py:1898(NumpyBlock)
     1494    0.001    0.000    0.001    0.000 blocks.py:1901(is_view)
      601    0.002    0.000    0.002    0.000 blocks.py:1910(get_values)
        1    0.000    0.000    0.000    0.000 blocks.py:1924(NumericBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1929(NDArrayBackedExtensionBlock)
      468    0.001    0.000    0.002    0.000 blocks.py:196(external_values)
        1    0.000    0.000    0.000    0.000 blocks.py:1996(DatetimeLikeBlock)
       19    0.000    0.000    0.000    0.000 blocks.py:200(fill_value)
        1    0.000    0.000    0.000    0.000 blocks.py:2007(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2022(ObjectBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:206(_standardize_fill_value)
        1    0.000    0.000    0.000    0.000 blocks.py:2074(CategoricalBlock)
     3219    0.009    0.000    0.016    0.000 blocks.py:2089(maybe_coerce_values)
     3227    0.010    0.000    0.013    0.000 blocks.py:2118(get_block_type)
       58    0.000    0.000    0.000    0.000 blocks.py:213(mgr_locs)
      762    0.003    0.000    0.012    0.000 blocks.py:2159(new_block_2d)
        3    0.000    0.000    0.000    0.000 blocks.py:217(mgr_locs)
     2454    0.012    0.000    0.043    0.000 blocks.py:2170(new_block)
     2454    0.006    0.000    0.010    0.000 blocks.py:2184(check_ndim)
       24    0.000    0.000    0.000    0.000 blocks.py:221(make_block)
     1845    0.002    0.000    0.003    0.000 blocks.py:2248(extend_blocks)
        1    0.000    0.000    0.000    0.000 blocks.py:2264(ensure_block_shape)
       37    0.000    0.000    0.000    0.000 blocks.py:236(make_block_same_class)
      468    0.001    0.000    0.001    0.000 blocks.py:2368(external_values)
       13    0.000    0.000    0.000    0.000 blocks.py:301(getitem_block_columns)
       17    0.000    0.000    0.489    0.029 blocks.py:345(apply)
        2    0.000    0.000    0.002    0.001 blocks.py:355(reduce)
       18    0.000    0.000    0.000    0.000 blocks.py:376(_split_op_result)
        2    0.000    0.000    0.000    0.000 blocks.py:397(_split)
        1    0.000    0.000    0.000    0.000 blocks.py:452(_maybe_downcast)
       13    0.000    0.000    0.008    0.001 blocks.py:483(convert)
      359    0.000    0.000    0.000    0.000 blocks.py:500(dtype)
        3    0.000    0.000    0.000    0.000 blocks.py:504(astype)
     1820    0.003    0.000    0.159    0.000 blocks.py:544(copy)
       17    0.000    0.000    0.000    0.000 blocks.py:821(shape)
     1671    0.003    0.000    0.003    0.000 blocks.py:825(iget)
       13    0.000    0.000    0.000    0.000 blocks.py:834(_slice)
       26    0.000    0.000    0.085    0.003 blocks.py:859(take_nd)
        1    0.000    0.000    0.002    0.002 boolean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:233(BooleanArray)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 buffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:14(PandasBuffer)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
        6    0.000    0.000    0.000    0.000 c_parser_wrapper.py:190(close)
        6    0.000    0.000    0.000    0.000 c_parser_wrapper.py:197(_set_noconvert_columns)
        6    0.000    0.000    0.000    0.000 c_parser_wrapper.py:208(<dictcomp>)
        6    0.000    0.000    0.000    0.000 c_parser_wrapper.py:209(<listcomp>)
        6    0.000    0.000    0.146    0.024 c_parser_wrapper.py:218(read)
        6    0.000    0.000    0.000    0.000 c_parser_wrapper.py:314(<listcomp>)
        6    0.000    0.000    0.000    0.000 c_parser_wrapper.py:318(<dictcomp>)
        6    0.000    0.000    0.006    0.001 c_parser_wrapper.py:351(_concatenate_chunks)
       21    0.000    0.000    0.000    0.000 c_parser_wrapper.py:363(<listcomp>)
       21    0.000    0.000    0.000    0.000 c_parser_wrapper.py:365(<setcomp>)
       21    0.000    0.000    0.000    0.000 c_parser_wrapper.py:367(<setcomp>)
        6    0.000    0.000    0.000    0.000 c_parser_wrapper.py:416(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:45(CParserWrapper)
        6    0.007    0.001    0.007    0.001 c_parser_wrapper.py:49(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        4    0.000    0.000    0.000    0.000 calendar.py:55(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:560(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
       52    0.000    0.000    0.000    0.000 calendar.py:60(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
       28    0.000    0.000    0.000    0.000 calendar.py:79(__getitem__)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
       17    0.000    0.000    0.000    0.000 cast.py:1004(coerce_indexer_dtype)
       10    0.000    0.000    0.000    0.000 cast.py:1178(maybe_infer_to_datetimelike)
      340    0.001    0.000    0.001    0.000 cast.py:1422(sanitize_to_nanoseconds)
       30    0.000    0.000    0.000    0.000 cast.py:1763(construct_1d_object_array_from_listlike)
        3    0.000    0.000    0.000    0.000 cast.py:1788(maybe_cast_to_integer_array)
        1    0.000    0.000    0.000    0.000 cast.py:1931(np_can_hold_element)
        1    0.000    0.000    0.000    0.000 cast.py:2100(LossySetitemError)
        3    0.000    0.000    0.073    0.024 cast.py:259(maybe_downcast_to_dtype)
        3    0.000    0.000    0.073    0.024 cast.py:328(maybe_downcast_numeric)
        1    0.000    0.000    0.000    0.000 cast.py:348(trans)
        2    0.000    0.000    0.000    0.000 cast.py:508(ensure_dtype_can_hold_na)
       48    0.000    0.000    0.000    0.000 cast.py:527(maybe_promote)
        4    0.000    0.000    0.000    0.000 cast.py:566(_maybe_promote_cached)
        4    0.000    0.000    0.000    0.000 cast.py:574(_maybe_promote)
        1    0.000    0.000    0.000    0.000 cast.py:714(_ensure_dtype_type)
        1    0.000    0.000    0.000    0.000 cast.py:919(_maybe_infer_dtype_type)
        2    0.000    0.000    0.012    0.006 categorical.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:131(_cat_compare_op)
        7    0.000    0.000    0.000    0.000 categorical.py:2056(_codes)
        1    0.000    0.000    0.001    0.001 categorical.py:255(Categorical)
        1    0.000    0.000    0.000    0.000 categorical.py:2721(CategoricalAccessor)
        2    0.000    0.000    0.000    0.000 categorical.py:2902(recode_for_categories)
        1    0.000    0.000    0.007    0.007 categorical.py:2945(factorize_from_iterable)
        5    0.000    0.000    0.008    0.002 categorical.py:368(__init__)
       15    0.000    0.000    0.000    0.000 categorical.py:475(dtype)
        2    0.000    0.000    0.001    0.000 categorical.py:645(from_codes)
        3    0.000    0.000    0.000    0.000 categorical.py:715(categories)
        5    0.000    0.000    0.000    0.000 categorical.py:764(codes)
        2    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:129(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:149(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 category.py:179(UnitData)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 category.py:55(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:12(DeepChainMap)
        3    0.000    0.000    0.000    0.000 chainmap.py:19(__setitem__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1994(Chebyshev)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.008    0.008 cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:30(__getattr__)
        1    0.000    0.000    0.000    0.000 cm.py:389(ScalarMappable)
        1    0.000    0.000    0.006    0.006 cm.py:40(_gen_cmap_registry)
        1    0.000    0.000    0.000    0.000 cm.py:60(ColormapRegistry)
        1    0.000    0.000    0.000    0.000 cm.py:79(__init__)
      166    0.000    0.000    0.000    0.000 cm.py:85(__getitem__)
        1    0.000    0.000    0.000    0.000 cm.py:91(__iter__)
       39    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       70    0.000    0.000    0.000    0.000 codecs.py:281(getstate)
       33    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      105    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.060    0.060 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1151(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1233(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1276(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1342(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1347(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1352(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1485(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1668(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1688(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1770(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1831(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1894(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:932(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:979(PathCollection)
        1    0.000    0.000    0.150    0.150 colorbar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:124(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 colorbar.py:147(_ColorbarAxesLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:199(Colorbar)
        1    0.000    0.000    0.014    0.014 colors.py:1(<module>)
       32    0.000    0.000    0.004    0.000 colors.py:1022(from_list)
       63    0.000    0.000    0.002    0.000 colors.py:1075(reversed)
       63    0.000    0.000    0.001    0.000 colors.py:1094(<dictcomp>)
      188    0.001    0.000    0.001    0.000 colors.py:1096(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:1107(ListedColormap)
       40    0.000    0.000    0.000    0.000 colors.py:1135(__init__)
       20    0.000    0.000    0.000    0.000 colors.py:1175(reversed)
        1    0.000    0.000    0.000    0.000 colors.py:1202(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:133(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1387(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1478(CenteredNorm)
        8    0.000    0.000    0.000    0.000 colors.py:1575(make_norm_from_scale)
        4    0.000    0.000    0.000    0.000 colors.py:1624(_make_norm_from_scale)
        4    0.000    0.000    0.000    0.000 colors.py:1642(Norm)
        1    0.000    0.000    0.000    0.000 colors.py:1743(FuncNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1782(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1820(AsinhNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1852(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1903(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:2031(NoNorm)
      838    0.000    0.000    0.002    0.000 colors.py:213(_is_nth_color)
      406    0.000    0.000    0.004    0.000 colors.py:218(is_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:2187(LightSource)
      432    0.000    0.000    0.003    0.000 colors.py:265(to_rgba)
      163    0.001    0.000    0.002    0.000 colors.py:307(_to_rgba_no_colorcycle)
      448    0.000    0.000    0.000    0.000 colors.py:338(<genexpr>)
       36    0.000    0.000    0.000    0.000 colors.py:384(<genexpr>)
       40    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
       32    0.000    0.000    0.001    0.000 colors.py:399(to_rgba_array)
       32    0.000    0.000    0.000    0.000 colors.py:479(<setcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:530(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:60(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:61(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:647(Colormap)
      166    0.000    0.000    0.000    0.000 colors.py:659(__init__)
      166    0.000    0.000    0.000    0.000 colors.py:757(__copy__)
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:82(<dictcomp>)
      166    0.000    0.000    0.000    0.000 colors.py:939(copy)
        1    0.000    0.000    0.000    0.000 colors.py:944(LinearSegmentedColormap)
      126    0.000    0.000    0.000    0.000 colors.py:953(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:96(ColorSequenceRegistry)
        1    0.000    0.000    0.001    0.001 column.py:1(<module>)
        1    0.000    0.000    0.000    0.000 column.py:60(PandasColumn)
        7    0.000    0.000    0.014    0.002 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:1006(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:1042(_IOWrapper)
        3    0.000    0.000    0.000    0.000 common.py:1048(is_numeric_v_string_like)
        1    0.000    0.000    0.000    0.000 common.py:1073(_BytesIOWrapper)
        8    0.000    0.000    0.000    0.000 common.py:1097(is_datetimelike_v_numeric)
        6    0.000    0.000    0.000    0.000 common.py:1102(_maybe_memory_map)
        6    0.000    0.000    0.000    0.000 common.py:112(close)
       12    0.000    0.000    0.000    0.000 common.py:1147(_is_binary_mode)
      262    0.000    0.000    0.001    0.000 common.py:1154(needs_i8_conversion)
       12    0.000    0.000    0.000    0.000 common.py:116(ensure_python_int)
        1    0.000    0.000    0.000    0.000 common.py:1168(_get_binary_io_classes)
       41    0.000    0.000    0.000    0.000 common.py:1204(is_numeric_dtype)
      591    0.002    0.000    0.004    0.000 common.py:1246(is_float_dtype)
       54    0.000    0.000    0.000    0.000 common.py:1278(is_bool_dtype)
        6    0.000    0.000    0.000    0.000 common.py:136(is_url)
     5940    0.003    0.000    0.005    0.000 common.py:1420(is_1d_only_ea_dtype)
     2371    0.003    0.000    0.005    0.000 common.py:1433(is_extension_array_dtype)
     5000    0.002    0.000    0.002    0.000 common.py:146(classes)
     5000    0.002    0.000    0.003    0.000 common.py:148(<lambda>)
      178    0.000    0.000    0.000    0.000 common.py:1487(is_ea_or_datetimelike_dtype)
        8    0.000    0.000    0.000    0.000 common.py:1500(is_complex_dtype)
     1846    0.002    0.000    0.002    0.000 common.py:151(cast_scalar_indexer)
      266    0.000    0.000    0.000    0.000 common.py:151(classes_and_not_datetimelike)
      572    0.000    0.000    0.001    0.000 common.py:1556(get_dtype)
      266    0.000    0.000    0.000    0.000 common.py:156(<lambda>)
     5266    0.006    0.000    0.011    0.000 common.py:1591(_is_dtype_type)
     4401    0.006    0.000    0.016    0.000 common.py:162(is_object_dtype)
       18    0.000    0.000    0.000    0.000 common.py:164(_expand_user)
     6674    0.007    0.000    0.024    0.000 common.py:1725(validate_all_hashable)
    13351    0.006    0.000    0.012    0.000 common.py:1744(<genexpr>)
      555    0.004    0.000    0.007    0.000 common.py:1751(pandas_dtype)
        7    0.000    0.000    0.000    0.000 common.py:178(not_none)
     1509    0.000    0.000    0.000    0.000 common.py:182(<genexpr>)
        6    0.000    0.000    0.000    0.000 common.py:183(validate_header_arg)
        6    0.000    0.000    0.000    0.000 common.py:192(all_none)
       12    0.000    0.000    0.000    0.000 common.py:196(<genexpr>)
        6    0.000    0.000    0.000    0.000 common.py:199(any_not_none)
       52    0.000    0.000    0.000    0.000 common.py:20(unpack_zerodim_and_defer)
       12    0.000    0.000    0.000    0.000 common.py:203(<genexpr>)
       12    0.000    0.000    0.000    0.000 common.py:224(stringify_path)
       89    0.000    0.000    0.001    0.000 common.py:235(asarray_tuplesafe)
        6    0.000    0.000    0.000    0.000 common.py:258(index_labels_to_array)
        6    0.000    0.000    0.000    0.000 common.py:268(is_fsspec_url)
        6    0.000    0.000    0.000    0.000 common.py:280(_get_filepath_or_buffer)
       10    0.000    0.000    0.000    0.000 common.py:287(maybe_make_list)
