   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 scale.py:577(LogitTransform)
        1    0.000    0.000    0.000    0.000 scale.py:602(LogisticTransform)
        1    0.000    0.000    0.000    0.000 scale.py:620(LogitScale)
        2    0.000    0.000    0.000    0.000 scale.py:694(get_scale_names)
        1    0.000    0.000    0.000    0.000 scale.py:734(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 scale.py:751(<listcomp>)
        1    0.000    0.000    0.000    0.000 scale.py:89(LinearScale)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scope.py:1(<module>)
        3    0.000    0.000    0.000    0.000 scope.py:115(__init__)
        9    0.000    0.000    0.000    0.000 scope.py:160(has_resolvers)
        6    0.000    0.000    0.000    0.000 scope.py:174(resolve)
        3    0.000    0.000    0.000    0.000 scope.py:21(ensure_scope)
        6    0.000    0.000    0.000    0.000 scope.py:213(swapkey)
        1    0.000    0.000    0.000    0.000 scope.py:88(Scope)
        1    0.000    0.000    0.002    0.002 secrets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:443(EpollSelector)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.018    0.018 series.py:1(<module>)
       25    0.000    0.000    0.000    0.000 series.py:1267(_set_as_cached)
     1800    0.000    0.000    0.000    0.000 series.py:1274(_clear_item_cache)
        3    0.000    0.000    0.000    0.000 series.py:198(_coerce_method)
        1    0.000    0.000    0.003    0.003 series.py:216(Series)
      297    0.005    0.000    0.112    0.000 series.py:2953(dot)
      150    0.001    0.000    0.063    0.000 series.py:3031(__matmul__)
      147    0.001    0.000    0.053    0.000 series.py:3037(__rmatmul__)
      304    0.002    0.000    0.059    0.000 series.py:3194(_construct_result)
4266/4254    0.024    0.000    0.217    0.000 series.py:342(__init__)
        1    0.000    0.000    0.001    0.001 series.py:3573(sort_values)
        8    0.000    0.000    0.001    0.000 series.py:4773(_reduce)
        6    0.000    0.000    0.002    0.000 series.py:486(_init_dict)
     1800    0.006    0.000    0.178    0.000 series.py:5077(reindex)
     2115    0.000    0.000    0.000    0.000 series.py:546(_constructor)
        1    0.000    0.000    0.002    0.002 series.py:5490(isin)
        3    0.000    0.000    0.000    0.000 series.py:550(_constructor_expanddim)
      798    0.003    0.000    0.012    0.000 series.py:565(_set_axis)
        6    0.000    0.000    0.001    0.000 series.py:5707(isna)
       39    0.000    0.000    0.000    0.000 series.py:596(dtype)
    10700    0.013    0.000    0.019    0.000 series.py:611(name)
        3    0.000    0.000    0.001    0.000 series.py:6233(_cmp_method)
      301    0.001    0.000    0.100    0.000 series.py:6257(_arith_method)
     6660    0.012    0.000    0.036    0.000 series.py:661(name)
      468    0.001    0.000    0.006    0.000 series.py:666(values)
     4854    0.004    0.000    0.012    0.000 series.py:708(_values)
      461    0.000    0.000    0.003    0.000 series.py:764(__len__)
        4    0.000    0.000    0.000    0.000 series.py:846(__array__)
        2    0.000    0.000    0.017    0.008 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_base.py:1187(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 shape_base.py:1191(tile)
        2    0.000    0.000    0.000    0.000 shape_base.py:1263(<genexpr>)
      164    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        4    0.000    0.000    0.000    0.000 shape_base.py:218(_vhstack_dispatcher)
        4    0.000    0.000    0.004    0.001 shape_base.py:222(vstack)
      160    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
      160    0.000    0.000    0.001    0.000 shape_base.py:612(column_stack)
        4    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        4    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:62(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:69(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(_GiveupOnFastCopy)
        1    0.000    0.000    0.012    0.012 signal.py:1(<module>)
       76    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       77    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
       75    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
       14    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.003    0.003 socket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
      363    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      364    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      365    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      366    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        4    0.001    0.000    0.001    0.000 sorting.py:109(get_group_index)
        4    0.000    0.000    0.000    0.000 sorting.py:144(_int64_cut_off)
        5    0.000    0.000    0.000    0.000 sorting.py:152(maybe_lift)
        4    0.000    0.000    0.000    0.000 sorting.py:157(<listcomp>)
        2    0.000    0.000    0.006    0.003 sorting.py:203(get_compressed_ids)
        5    0.000    0.000    0.000    0.000 sorting.py:227(is_int64_overflow_possible)
        1    0.002    0.002    0.002    0.002 sorting.py:235(_decons_group_index)
        1    0.000    0.000    0.002    0.002 sorting.py:257(decons_obs_group_ids)
        1    0.000    0.000    0.001    0.001 sorting.py:290(indexer_from_factorized)
        1    0.000    0.000    0.002    0.002 sorting.py:304(lexsort_indexer)
        1    0.000    0.000    0.000    0.000 sorting.py:340(<listcomp>)
        2    0.000    0.000    0.001    0.001 sorting.py:378(nargsort)
        1    0.000    0.000    0.004    0.004 sorting.py:52(get_indexer_indexer)
        3    0.000    0.000    0.000    0.000 sorting.py:545(ensure_key_mapped)
        2    0.000    0.000    0.000    0.000 sorting.py:639(get_group_index_sorter)
        4    0.000    0.000    0.016    0.004 sorting.py:682(compress_group_index)
        4    0.000    0.000    0.011    0.003 sorting.py:704(_reorder_by_uniques)
        1    0.000    0.000    0.003    0.003 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 spines.py:475(SpinesProxy)
        1    0.000    0.000    0.000    0.000 spines.py:510(Spines)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1256(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:1285(BaseEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1304(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1370(SQLDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:1845(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:1989(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:769(SQLTable)
      240    0.000    0.000    0.001    0.000 sre_compile.py:265(_compile_charset)
      240    0.003    0.000    0.004    0.000 sre_compile.py:292(_optimize_charset)
       58    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
       58    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
      669    0.000    0.000    0.001    0.000 sre_compile.py:447(_simple)
       15    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      450    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
  247/218    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
      203    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
      224    0.001    0.000    0.004    0.000 sre_compile.py:560(_compile_info)
      448    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
      224    0.000    0.000    0.021    0.000 sre_compile.py:622(_code)
      224    0.001    0.000    0.057    0.000 sre_compile.py:783(compile)
      313    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
 1405/224    0.008    0.000    0.016    0.000 sre_compile.py:87(_compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:1066(expand_template)
     1452    0.001    0.000    0.001    0.000 sre_parse.py:112(__init__)
     3067    0.001    0.000    0.001    0.000 sre_parse.py:161(__len__)
       12    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
     9336    0.003    0.000    0.004    0.000 sre_parse.py:165(__getitem__)
      678    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
     3112    0.002    0.000    0.002    0.000 sre_parse.py:173(append)
 1663/482    0.003    0.000    0.004    0.000 sre_parse.py:175(getwidth)
      227    0.000    0.000    0.001    0.000 sre_parse.py:225(__init__)
     7328    0.003    0.000    0.003    0.000 sre_parse.py:234(__next)
     2874    0.001    0.000    0.001    0.000 sre_parse.py:250(match)
     5937    0.002    0.000    0.005    0.000 sre_parse.py:255(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
       30    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
     1824    0.001    0.000    0.001    0.000 sre_parse.py:287(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
       92    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
      313    0.001    0.000    0.001    0.000 sre_parse.py:356(_escape)
      178    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
  529/224    0.002    0.000    0.033    0.000 sre_parse.py:436(_parse_sub)
  736/228    0.012    0.000    0.032    0.000 sre_parse.py:494(_parse)
      224    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      965    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      258    0.000    0.000    0.001    0.000 sre_parse.py:85(opengroup)
      145    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
      224    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
      224    0.001    0.000    0.035    0.000 sre_parse.py:944(parse)
      258    0.000    0.000    0.002    0.000 sre_parse.py:97(closegroup)
        3    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:990(addgroup)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1115(StataReader)
        1    0.000    0.000    0.000    0.000 stata.py:2179(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2931(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 stata.py:3112(StataWriter117)
        1    0.000    0.000    0.000    0.000 stata.py:3496(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 stata.py:664(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:789(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:821(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:955(StataParser)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:244(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:254(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:318(Grid)
        1    0.000    0.000    0.000    0.000 streamplot.py:376(StreamMask)
        1    0.000    0.000    0.000    0.000 streamplot.py:430(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 streamplot.py:434(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 streamplot.py:515(OutOfBounds)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:340(_broadcast_to)
        3    0.000    0.000    0.000    0.000 stride_tricks.py:345(<genexpr>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:363(_broadcast_to_dispatcher)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:367(broadcast_to)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 string_.py:1(<module>)
        4    0.000    0.000    0.000    0.000 string_.py:118(construct_from_string)
        1    0.000    0.000    0.000    0.000 string_.py:211(BaseStringArray)
        1    0.000    0.000    0.000    0.000 string_.py:219(StringArray)
        1    0.000    0.000    0.000    0.000 string_.py:58(StringDtype)
        1    0.000    0.000    0.001    0.001 string_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_arrow.py:67(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.017    0.017 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:424(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:646(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:140(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:161(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:178(is_python_build)
        8    0.000    0.000    0.000    0.000 sysconfig.py:197(_subst_vars)
        1    0.000    0.000    0.000    0.000 sysconfig.py:206(_extend_dict)
        1    0.000    0.000    0.000    0.000 sysconfig.py:214(_expand_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:227(_get_preferred_schemes)
        2    0.000    0.000    0.000    0.000 sysconfig.py:247(get_preferred_scheme)
        2    0.000    0.000    0.000    0.000 sysconfig.py:257(get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:389(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 sysconfig.py:402(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 sysconfig.py:473(_init_posix)
        1    0.000    0.000    0.000    0.000 sysconfig.py:555(get_paths)
        1    0.000    0.000    0.000    0.000 sysconfig.py:567(get_path)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:575(get_config_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:64(_getuserbase)
        1    0.000    0.000    0.001    0.001 sysconfig.py:659(get_config_var)
        2    0.000    0.000    0.000    0.000 sysconfig.py:73(joinuser)
        1    0.000    0.000    0.005    0.005 table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:238(Table)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
       55    0.000    0.000    0.086    0.002 take.py:120(_take_nd_ndarray)
        6    0.000    0.000    0.000    0.000 take.py:288(_get_take_nd_function_cached)
       55    0.000    0.000    0.000    0.000 take.py:326(_get_take_nd_function)
       16    0.000    0.000    0.000    0.000 take.py:349(_view_wrapper)
       55    0.001    0.000    0.001    0.000 take.py:554(_take_preprocess_indexer_and_fill_value)
       55    0.000    0.000    0.086    0.002 take.py:57(take_nd)
        1    0.000    0.000    0.001    0.001 tarfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:1445(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:304(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:570(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:600(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:704(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:715(TarInfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:661(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:805(TemporaryDirectory)
        2    0.000    0.000    0.006    0.003 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
        1    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.012    0.012 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:108(Text)
        1    0.000    0.000    0.000    0.000 text.py:1336(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1419(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1616(Annotation)
        1    0.000    0.000    0.011    0.011 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:304(TextPath)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:241(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:344(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:350(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:364(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:389(fill)
      408    0.004    0.000    0.034    0.000 textwrap.py:422(dedent)
       13    0.000    0.000    0.000    0.000 textwrap.py:473(indent)
      168    0.000    0.000    0.000    0.000 textwrap.py:482(predicate)
      181    0.000    0.000    0.000    0.000 textwrap.py:485(prefixed_lines)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        6    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.003    0.003 ticker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1064(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1080(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1128(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1144(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1340(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1491(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:154(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1604(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1694(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1723(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1767(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1787(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1863(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:189(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:1919(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:1962(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:215(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2258(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2482(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2640(AsinhLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2752(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:279(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:287(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2900(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2920(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:321(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:349(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:372(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:392(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:827(LogFormatter)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.001    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:31(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:65(_field_accessor)
        1    0.000    0.000    0.000    0.000 timedeltas.py:81(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        3    0.000    0.000    0.000    0.000 tokenize.py:166(__init__)
        3    0.000    0.000    0.000    0.000 tokenize.py:185(untokenize)
        3    0.000    0.000    0.000    0.000 tokenize.py:222(compat)
        3    0.000    0.000    0.000    0.000 tokenize.py:259(untokenize)
        2    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
